country	1800	1801	1802	1803	1804	1805	1806	1807	1808	1809	1810	1811	1812	1813	1814	1815	1816	1817	1818	1819	1820	1821	1822	1823	1824	1825	1826	1827	1828	1829	1830	1831	1832	1833	1834	1835	1836	1837	1838	1839	1840	1841	1842	1843	1844	1845	1846	1847	1848	1849	1850	1851	1852	1853	1854	1855	1856	1857	1858	1859	1860	1861	1862	1863	1864	1865	1866	1867	1868	1869	1870	1871	1872	1873	1874	1875	1876	1877	1878	1879	1880	1881	1882	1883	1884	1885	1886	1887	1888	1889	1890	1891	1892	1893	1894	1895	1896	1897	1898	1899	1900	1901	1902	1903	1904	1905	1906	1907	1908	1909	1910	1911	1912	1913	1914	1915	1916	1917	1918	1919	1920	1921	1922	1923	1924	1925	1926	1927	1928	1929	1930	1931	1932	1933	1934	1935	1936	1937	1938	1939	1940	1941	1942	1943	1944	1945	1946	1947	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
Tanzania	3019768	3019768	3019768	3019768	3019768	3019768	3019768	3019768	3019768	3019768	3019768	3022596	3025425	3028254	3031082	3033910	3036739	3039568	3042396	3045224	3048053	3056153	3064254	3072354	3080455	3088555	3096655	3104756	3112856	3120957	3129057	3140307	3151558	3162808	3174058	3185308	3196559	3207809	3219059	3230310	3241560	3253215	3264870	3276524	3288179	3299834	3311489	3323144	3334798	3346453	3358108	3369635	3381162	3392690	3404217	3415744	3427271	3438798	3450326	3461853	3473380	3485302	3497224	3509146	3521068	3532990	3544913	3556835	3568757	3580679	3592601	3604902	3617203	3629504	3641805	3654106	3666406	3678707	3691008	3703309	3715610	3728328	3741046	3753764	3766482	3779200	3791918	3804636	3817354	3830072	3842790	3855977	3869164	3882351	3895538	3908725	3921912	3935099	3948286	3961473	3974660	3988278	4001896	4015514	4029132	4042750	4056368	4069986	4083604	4097222	4110840	4125166	4139493	4153819	4168145	4182472	4196798	4211124	4225450	4239777	4254103	4342445	4430787	4519129	4607471	4695813	4784155	4872497	4960839	5049181	5137523	5264728	5391933	5519138	5646343	5773548	5900752	6027957	6155162	6282367	6409572	6533591	6657611	6781630	6905650	7029669	7153688	7277708	7401727	7525747	7649766	7669520	7689273	7709027	7728781	7748534	7768288	7788042	7807796	7827549	7847303	7868164	7889025	7909885	7930746	7951607	7972468	7993329	8014189	8035050	8055911	8077795	8099678	8121562	8143445	8165329	8187213	8209096	8230980	8252863	8274747	8297594	8320441	8343288	8366135	8388982	8411830	8434677	8457524	8480371	8503218	8526995	8550771	8574548	8598324	8622101	8645878	8669654	8693431	8717207	8740984	8765682	8790380	8815079	8839777	8864475	8889173	8913871	8938570	8963268	8987966	17884457	26780948	35677438	44573929	53470420
Thailand	4665000	4665000	4665000	4665000	4665000	4665000	4665000	4665000	4665000	4665000	4665000	4669719	4674437	4679156	4683875	4688594	4693312	4698031	4702750	4707468	4712187	4725718	4739248	4752779	4766310	4779840	4793371	4806902	4820433	4833963	4847494	4866323	4885152	4903982	4922811	4941640	4960469	4979298	4998128	5016957	5035786	5056965	5078144	5099322	5120501	5141680	5162859	5184038	5205216	5226395	5247574	5274503	5301433	5328362	5355292	5382221	5409150	5436080	5463009	5489939	5516868	5550432	5583995	5617559	5651123	5684686	5718250	5751814	5785378	5818941	5852505	5894598	5936690	5978782	6020875	6062968	6105060	6147152	6189245	6231338	6273430	6324300	6375171	6426041	6476911	6527782	6578652	6629522	6680392	6731263	6782133	6852160	6922186	6992212	7062239	7132266	7202292	7272318	7342345	7412372	7482398	7582963	7683529	7784094	7884660	7985225	8085790	8186356	8286921	8387487	8488052	8641742	8795432	8949122	9102812	9256502	9410192	9563882	9717572	9871262	10024952	10289978	10555003	10820028	11085054	11350080	11615105	11880130	12145156	12410182	12675207	12994226	13313245	13632264	13951283	14270302	14589322	14908341	15227360	15546379	15865398	16349894	16834390	17318885	17803381	18287877	18772373	19256869	19741364	20225860	20710356	20765641	20820925	20876210	20931495	20986780	21042064	21097349	21152634	21207918	21263203	21320682	21378161	21435639	21493118	21550597	21608076	21665555	21723033	21780512	21837991	21897846	21957700	22017554	22077409	22137264	22197118	22256972	22316827	22376682	22436536	22498925	22561315	22623704	22686093	22748482	22810872	22873261	22935650	22998040	23060429	23125490	23190551	23255613	23320674	23385735	23450796	23515857	23580919	23645980	23711041	23778889	23846737	23914585	23982433	24050280	24118128	24185976	24253824	24321672	24389520	33103488	41817456	50531423	59245391	67959359
Timor-Leste	137262	137262	137262	137262	137262	137262	137262	137262	137262	137262	137262	137674	138087	138499	138912	139324	139736	140149	140561	140974	141386	142609	143832	145054	146277	147500	148723	149946	151168	152391	153614	155406	157197	158989	160781	162572	164364	166156	167948	169739	171531	173532	175533	177533	179534	181535	183536	185537	187537	189538	191539	193756	195974	198191	200409	202626	204843	207061	209278	211496	213713	216187	218661	221136	223610	226084	228558	231032	233507	235981	238455	241195	243935	246675	249415	252156	254896	257636	260376	263116	265856	268908	271961	275014	278066	281118	284171	287224	290276	293328	296381	299812	303243	306674	310105	313536	316968	320399	323830	327261	330692	334502	338313	342123	345934	349744	353554	357365	361175	364986	368796	373073	377350	381626	385903	390180	394457	398734	403010	407287	411564	415209	418855	422500	426145	429790	433436	437081	440726	444372	448017	448143	448268	448394	448519	448645	448771	448896	449022	449147	449273	447686	446098	444510	442923	441336	439748	438160	436573	434986	433398	433877	434357	434836	435316	435795	436274	436754	437233	437713	438192	438707	439223	439738	440254	440769	441284	441800	442315	442831	443346	443901	444456	445010	445565	446120	446675	447230	447784	448339	448894	449491	450087	450684	451280	451877	452474	453070	453667	454263	454860	455500	456139	456779	457419	458058	458698	459338	459978	460617	461257	461940	462623	463307	463990	464673	465356	466039	466723	467406	468089	611424	754759	898095	1041430	1184765
Togo	445985	445985	445985	445985	445985	445985	445985	445985	445985	445985	445985	447042	448099	449156	450213	451270	452328	453385	454442	455499	456556	459658	462760	465861	468963	472065	475167	478269	481370	484472	487574	492046	496517	500989	505460	509932	514404	518875	523347	527818	532290	537172	542053	546935	551816	556698	561580	566461	571343	576224	581106	586394	591681	596968	602256	607544	612831	618118	623406	628694	633981	639750	645518	651287	657055	662824	668593	674361	680130	685898	691667	697924	704180	710437	716694	722950	729207	735464	741721	747977	754234	761052	767871	774689	781508	788326	795144	801963	808781	815600	822418	829901	837384	844867	852350	859834	867317	874800	882283	889766	897249	905383	913516	921650	929784	937918	946051	954185	962319	970452	978586	987508	996430	1005352	1014274	1023196	1032119	1041041	1049963	1058885	1067807	1077600	1087393	1097186	1106979	1116772	1126564	1136357	1146150	1155943	1165736	1176427	1187118	1197809	1208500	1219191	1229882	1240573	1251264	1261955	1272646	1284927	1297208	1309490	1321771	1334052	1346333	1358614	1370896	1383177	1395458	1398460	1401463	1404465	1407468	1410470	1413472	1416475	1419477	1422480	1425482	1427125	1428767	1430410	1432052	1433695	1435338	1436980	1438623	1440265	1441908	1442926	1443945	1444963	1445981	1447000	1448018	1449036	1450054	1451073	1452091	1453034	1453977	1454920	1455863	1456806	1457749	1458692	1459635	1460578	1461521	1462753	1463985	1465216	1466448	1467680	1468912	1470144	1471375	1472607	1473839	1475528	1477217	1478907	1480596	1482285	1483974	1485663	1487353	1489042	1490731	2653500	3816270	4979039	6141809	7304578
Tonga	18658	18654	18651	18647	18643	18640	18636	18632	18628	18625	18621	18617	18614	18610	18606	18602	18599	18595	18591	18588	18584	18580	18577	18573	18570	18566	18562	18559	18555	18552	18548	18545	18542	18538	18535	18532	18529	18526	18522	18519	18516	18522	18528	18534	18540	18546	18553	18559	18565	18571	18577	18597	18617	18637	18657	18678	18698	18718	18738	18758	18778	18806	18834	18862	18890	18918	18947	18975	19003	19031	19059	19087	19116	19144	19173	19201	19229	19258	19286	19315	19343	19372	19401	19430	19459	19488	19517	19546	19575	19604	19633	19721	19809	19897	19985	20072	20160	20248	20336	20424	20512	20730	20947	21165	21383	21600	21818	22036	22254	22471	22689	22887	23085	23284	23482	23680	23878	24076	24275	24473	24671	25047	25424	25800	26176	26552	26929	27305	27681	28058	28434	29077	29721	30364	31008	31651	32294	32938	33581	34225	34868	36103	37338	38574	39809	41044	42279	43514	44750	45985	47220	47429	47638	47847	48056	48266	48475	48684	48893	49102	49311	49497	49683	49869	50055	50241	50427	50613	50799	50985	51171	51332	51494	51655	51816	51978	52139	52300	52461	52623	52784	52921	53058	53195	53332	53469	53606	53743	53880	54017	54154	54271	54388	54505	54622	54739	54856	54973	55090	55207	55324	55428	55532	55637	55741	55845	55949	56053	56158	56262	56366	66327	76288	86248	96209	106170
Trinidad and Tobago	60000	60000	60000	60000	60000	60000	60000	60000	60000	60000	60000	60156	60312	60468	60624	60780	60935	61091	61247	61403	61559	62018	62477	62936	63395	63854	64314	64773	65232	65691	66150	66816	67481	68147	68813	69478	70144	70810	71476	72141	72807	73828	74850	75871	76893	77914	78935	79957	80978	82000	83021	84796	86572	88347	90122	91898	93673	95448	97223	98999	100774	103426	106077	108729	111380	114032	116684	119335	121987	124638	127290	130863	134436	138009	141582	145155	148728	152301	155874	159447	163020	167759	172499	177238	181978	186717	191456	196196	200935	205675	210414	216460	222506	228552	234598	240644	246689	252735	258781	264827	270873	277470	284067	290663	297260	303857	310454	317051	323647	330244	336841	341868	346895	351922	356949	361976	367003	372030	377057	382084	387111	389694	392277	394860	397443	400026	402609	405192	407775	410358	412941	420384	427827	435270	442713	450156	457600	465043	472486	479929	487372	503198	519023	534849	550674	566500	582326	598151	613977	629802	645628	646948	648268	649589	650909	652229	653549	654869	656190	657510	658830	660521	662212	663904	665595	667286	668977	670668	672360	674051	675742	677714	679687	681660	683632	685604	687577	689550	691522	693494	695467	697636	699806	701975	704145	706314	708483	710653	712822	714992	717161	719448	721736	724024	726311	728598	730886	733174	735461	737748	740036	742368	744700	747032	749364	751696	754027	756359	758691	761023	763355	882702	1002048	1121395	1240741	1360088
Tunisia	862029	862676	863323	863970	864617	865264	865911	866558	867205	867852	868499	870362	872225	874088	875951	877814	879677	881540	883403	885266	887129	891306	895482	899658	903835	908012	912188	916364	920541	924718	928894	934552	940210	945869	951527	957185	962843	968501	974160	979818	985476	991479	997482	1003485	1009488	1015490	1021493	1027496	1033499	1039502	1045505	1052220	1058934	1065649	1072363	1079078	1085793	1092507	1099222	1105936	1112651	1121397	1130144	1138890	1147637	1156383	1165129	1173876	1182622	1191369	1200115	1212509	1224902	1237296	1249690	1262084	1274477	1286871	1299265	1311658	1324052	1339468	1354884	1370301	1385717	1401133	1416549	1431965	1447382	1462798	1478214	1495558	1512902	1530246	1547590	1564934	1582277	1599621	1616965	1634309	1651653	1670944	1690236	1709527	1728818	1748110	1767401	1786692	1805983	1825275	1844566	1875398	1906229	1937061	1967892	1998724	2029556	2060387	2091219	2122050	2152882	2193207	2233533	2273858	2314183	2354508	2394834	2435159	2475484	2515810	2556135	2604014	2651892	2699770	2747649	2795528	2843406	2891284	2939163	2987042	3034920	3091959	3148998	3206037	3263076	3320115	3377154	3434193	3491232	3548271	3605310	3614425	3623539	3632654	3641769	3650884	3659998	3669113	3678228	3687342	3696457	3704147	3711837	3719527	3727217	3734907	3742597	3750287	3757977	3765667	3773357	3779871	3786385	3792900	3799414	3805928	3812442	3818956	3825471	3831985	3838499	3844088	3849676	3855265	3860854	3866442	3872031	3877620	3883209	3888797	3894386	3899301	3904215	3909130	3914045	3918960	3923874	3928789	3933704	3938618	3943533	3948028	3952523	3957017	3961512	3966007	3970502	3974997	3979491	3983986	3988481	5441496	6894510	8347525	9800539	11253554
Turkey	9773456	9788411	9803366	9818321	9833276	9848232	9863187	9878142	9893097	9908052	9923007	9942538	9962069	9981599	10001130	10020661	10040192	10059723	10079253	10098784	10118315	10146321	10174327	10202333	10230339	10258345	10286351	10314357	10342363	10370369	10398375	10431662	10464948	10498235	10531521	10564808	10598095	10631381	10664668	10697954	10731241	10765593	10799945	10834297	10868649	10903002	10937354	10971706	11006058	11040410	11074762	11110158	11145553	11180949	11216344	11251740	11287136	11322531	11357927	11393322	11428718	11473025	11517332	11561639	11605946	11650253	11694560	11738867	11783174	11827481	11871788	11932044	11992301	12052557	12112813	12173070	12233326	12293582	12353838	12414095	12474351	12545768	12617185	12688602	12760019	12831436	12902854	12974271	13045688	13117105	13188522	13264333	13340144	13415956	13491767	13567578	13643389	13719200	13795012	13870823	13946634	14026618	14106603	14186588	14266572	14346556	14426541	14506526	14586510	14666494	14746479	14691872	14637264	14582656	14528049	14473442	14418834	14364226	14309619	14255012	14200404	14273441	14346478	14419514	14492551	14565588	14638625	14711662	14784698	14857735	14930772	15215412	15500052	15784692	16069332	16353972	16638612	16923252	17207892	17492532	17777172	18123304	18469437	18815569	19161702	19507834	19853966	20200099	20546231	20892364	21238496	21295282	21352068	21408854	21465640	21522426	21579211	21635997	21692783	21749569	21806355	21865113	21923870	21982628	22041385	22100143	22158901	22217658	22276416	22335173	22393931	22454440	22514948	22575457	22635966	22696474	22756983	22817492	22878001	22938509	22999018	23061063	23123108	23185153	23247198	23309244	23371289	23433334	23495379	23557424	23619469	23682842	23746215	23809588	23872961	23936334	23999708	24063081	24126454	24189827	24253200	24317697	24382194	24446691	24511188	24575685	24640182	24704679	24769176	24833673	24898170	35651702	46405234	57158766	67912298	78665830
Turkmenistan	367215	367215	367215	367215	367215	367215	367215	367215	367215	367215	367215	368127	369039	369950	370862	371774	372686	373598	374509	375421	376333	379014	381694	384375	387055	389736	392417	395097	397778	400458	403139	407014	410890	414766	418641	422516	426392	430268	434143	438018	441894	446142	450390	454638	458886	463134	467382	471630	475878	480126	484374	489017	493659	498302	502945	507588	512230	516873	521516	526158	530801	535889	540976	546064	551151	556239	561327	566414	571502	576589	581677	587218	592759	598301	603842	609383	614924	620465	626007	631548	637089	643154	649220	655285	661350	667416	673481	679546	685611	691677	697742	704430	711117	717805	724493	731180	737868	744556	751244	757931	764619	771919	779220	786520	793821	801121	808421	815722	823022	830323	837623	845654	853686	861717	869748	877780	885811	893842	901873	909905	917936	926760	935585	944409	953234	962058	970882	979707	988531	997356	1006180	1015853	1025525	1035198	1044871	1054544	1064216	1073889	1083562	1093234	1102907	1113716	1124526	1135335	1146144	1156954	1167763	1178572	1189381	1200191	1211000	1212738	1214476	1216213	1217951	1219689	1221427	1223165	1224902	1226640	1228378	1230806	1233234	1235663	1238091	1240519	1242947	1245375	1247804	1250232	1252660	1255652	1258645	1261637	1264630	1267622	1270614	1273607	1276599	1279592	1282584	1286038	1289492	1292947	1296401	1299855	1303309	1306763	1310218	1313672	1317126	1320964	1324801	1328638	1332476	1336314	1340151	1343988	1347826	1351664	1355501	1359668	1363835	1368002	1372169	1376336	1380504	1384671	1388838	1393005	1397172	2192438	2987704	3782970	4578236	5373502
Uganda	2101397	2101397	2101397	2101397	2101397	2101397	2101397	2101397	2101397	2101397	2101397	2103246	2105096	2106946	2108795	2110644	2112494	2114344	2116193	2118042	2119892	2125184	2130475	2135766	2141058	2146350	2151641	2156932	2162224	2167516	2172807	2180145	2187483	2194822	2202160	2209498	2216836	2224174	2231513	2238851	2246189	2253775	2261361	2268947	2276533	2284119	2291705	2299291	2306877	2314463	2322049	2329780	2337511	2345242	2352973	2360704	2368436	2376167	2383898	2391629	2399360	2407348	2415337	2423325	2431314	2439302	2447290	2455279	2463267	2471256	2479244	2487480	2495717	2503953	2512190	2520426	2528662	2536899	2545135	2553372	2561608	2570116	2578624	2587132	2595640	2604148	2612657	2621165	2629673	2638181	2646689	2655501	2664312	2673124	2681936	2690748	2699559	2708371	2717183	2725994	2734806	2743864	2752921	2761978	2771036	2780094	2789151	2798208	2807266	2816324	2825381	2833255	2841129	2849002	2856876	2864750	2872624	2880498	2888371	2896245	2904119	2961173	3018226	3075280	3132334	3189388	3246441	3303495	3360549	3417602	3474656	3549882	3625108	3700335	3775561	3850787	3926013	4001239	4076466	4151692	4226918	4320046	4413173	4506300	4599428	4692556	4785683	4878810	4971938	5065066	5158193	5173241	5188289	5203337	5218385	5233433	5248481	5263529	5278577	5293625	5308673	5323360	5338046	5352733	5367420	5382106	5396793	5411480	5426167	5440853	5455540	5470110	5484681	5499251	5513821	5528392	5542962	5557532	5572102	5586673	5601243	5615940	5630636	5645332	5660029	5674726	5689422	5704118	5718815	5733512	5748208	5763271	5778333	5793396	5808458	5823521	5838584	5853646	5868709	5883771	5898834	5914502	5930171	5945839	5961507	5977176	5992844	6008512	6024180	6039849	6055517	12650890	19246263	25841637	32437010	39032383
Ukraine	11215490	11215490	11215490	11215490	11215490	11215490	11215490	11215490	11215490	11215490	11215490	11243541	11271593	11299644	11327696	11355747	11383798	11411850	11439901	11467953	11496004	11578491	11660979	11743466	11825953	11908440	11990928	12073415	12155902	12238390	12320877	12440193	12559508	12678824	12798139	12917455	13036771	13156086	13275402	13394717	13514033	13644903	13775773	13906643	14037513	14168383	14299253	14430123	14560993	14691863	14822733	14965827	15108920	15252014	15395107	15538201	15681295	15824388	15967482	16110575	16253669	16410576	16567483	16724390	16881297	17038204	17195112	17352019	17508926	17665833	17822740	17993738	18164735	18335733	18506731	18677728	18848726	19019724	19190722	19361719	19532717	19719998	19907280	20094561	20281842	20469124	20656405	20843686	21030967	21218249	21405530	21612171	21818812	22025453	22232094	22438734	22645375	22852016	23058657	23265298	23471939	23697649	23923358	24149068	24374778	24600488	24826197	25051907	25277617	25503326	25729036	25977514	26225992	26474470	26722948	26971426	27219904	27468382	27716860	27965338	28213816	28487039	28760262	29033485	29306708	29579930	29853153	30126376	30399599	30672822	30946045	31245727	31545409	31845091	32144773	32444454	32744136	33043818	33343500	33643182	33942864	34278343	34613822	34949300	35284779	35620258	35955737	36291216	36626694	36962173	37297652	37349468	37401285	37453101	37504917	37556734	37608550	37660366	37712182	37763999	37815815	37870285	37924754	37979224	38033693	38088163	38142633	38197102	38251572	38306041	38360511	38416086	38471662	38527237	38582813	38638388	38693963	38749539	38805114	38860690	38916265	38971807	39027348	39082890	39138432	39193974	39249515	39305057	39360599	39416140	39471682	39526458	39581235	39636011	39690788	39745564	39800340	39855117	39909893	39964670	40019446	40073154	40126862	40180571	40234279	40287987	40341695	40395403	40449112	40502820	40556528	41409975	42263423	43116870	43970318	44823765
